title,genre,rating,size,release_year,platform,description,cover_image_url,video_url,screenshot
Sengoku Basara 4 Sumeragi,"[""Action"", ""Hack and Slash""]",7.9,22,2015,PS4,Game aksi cepat bergaya anime berlatar perang Jepang.,https://m.media-amazon.com/images/I/91YZ2z5HXGL.jpg,,
Shadow of the Tomb Raider,"[""Action"", ""Adventure""]",8.4,40,2018,PS4,"Rasakan momen penting Lara Croft saat ia menjadi Tomb Raider. Dalam Shadow of the Tomb Raider, Lara harus menguasai hutan yang mematikan, mengatasi makam-makam yang menakutkan, dan bertahan melalui masa-masa tergelapnya. Saat ia berpacu untuk menyelamatkan dunia dari kiamat Maya, Lara pada akhirnya akan ditempa menjadi Tomb Raider yang ditakdirkan untuknya. Berlatar waktu tak lama setelah peristiwa Rise of the Tomb Raider, kisah ini mengikuti Lara Croft saat ia menjelajahi Mesoamerika dan Amerika Selatan menuju kota legendaris Paititi, melawan organisasi paramiliter Trinity dan berpacu untuk menghentikan kiamat Maya yang telah ia lepaskan. Lara harus menjelajahi lingkungan dan melawan musuh dengan senjata api dan taktik sembunyi-sembunyi saat ia menjelajahi area semi-terbuka. Di area-area ini, ia dapat menyerbu makam-makam tantangan untuk membuka hadiah baru, menyelesaikan misi sampingan, dan mencari sumber daya yang dapat digunakan untuk membuat material yang berguna.",https://romsfun.com/wp-content/uploads/2021/04/1618736154-2ff14c63-bb63-482b-99ea-83b70dce714f.jpg,,
Sleeping Dogs Definitive Edition,"[""Action"", ""Open World""]",8.5,20,2014,PS4,"“Sleeping Dogs: Definitive Edition” adalah gim aksi-petualangan yang menjanjikan pengalaman yang sangat menegangkan. Gim ini berlatar di Hong Kong, kota mewah dengan banyak geng terkenal yang tersebar di wilayahnya. Dalam gim “Sleeping Dogs: Definitive Edition”, pemain akan berperan sebagai polisi bawah tanah bernama Wei Shen, mengendalikan karakter untuk bergabung dengan geng Triad dengan tujuan menemukan bukti dan membongkar geng terkenal tersebut. Gim ini memungkinkan pemain untuk menjelajahi area permainan dengan kemampuan gerak mereka. Pemain akan menerima misi rahasia dan menjalankan tugas-tugas tersebut secara diam-diam serta menghancurkan musuh. Saat menjalankan misi, pemain memiliki dua pilihan: melanjutkan peran sebagai polisi bawah tanah dan membongkar kedok musuh atau berpihak pada musuh dan melakukan hal-hal buruk. Jika pemain melakukan sesuatu yang buruk, tingkat kewaspadaan akan meningkat dan polisi akan mengejar pemain. Tetapi jika pemain memilih untuk melanjutkan perannya, gerbang baru akan terbuka.",https://romsfun.com/wp-content/uploads/2019/11/Definitive-Edition-ps4.jpg,,
Sniper Elite 4,"[""Shooter"", ""Tactical""]",8.1,50,2017,PS4,"Temukan kebebasan menembak jitu yang tak tertandingi dalam game tembak-menembak Perang Dunia 2 terbesar dan tercanggih yang pernah dibuat. Rasakan pertempuran taktis orang ketiga, pilihan gameplay, dan tembakan jarak jauh epik di level-level raksasa saat Anda membebaskan Italia di masa perang dari cengkeraman Fasisme. Berlatar setelah kesuksesan pendahulunya yang memenangkan penghargaan, Sniper Elite 4 membawa pemain melintasi semenanjung Italia yang indah, dari kota-kota pesisir Mediterania yang bermandikan sinar matahari, hingga hutan purba, lembah pegunungan, dan megastruktur Nazi yang kolosal. Agen rahasia dan penembak jitu elit Karl Fairburne harus bertempur bersama para pria dan wanita pemberani dari Perlawanan Italia dan mengalahkan ancaman baru yang menakutkan yang berpotensi menghentikan serangan balik Sekutu di Eropa bahkan sebelum dimulai. Sniper Elite 4 mencakup kampanye yang luas untuk 1-2 pemain, mode kerja sama khusus untuk 2-4 pemain, dan mode multipemain kompetitif yang menegangkan hingga 12 pemain.",https://romsfun.com/wp-content/uploads/2021/04/1618736184-6a1d190c-fc50-4dd4-943c-e4ec1c28e432.png,,
Sniper Elite 5,"[""Shooter"", ""Tactical""]",8.3,85,2022,PS4,Sekuel Sniper Elite dengan map luas dan stealth mendalam.,"https://m.media-amazon.com/images/I/81nAQPnKEBL._AC_UF1000,1000_QL80_.jpg",,
Street Fighter 6,"[""Fighting""]",9.2,60,2023,PS4,"Street Fighter 6 adalah evolusi selanjutnya dari seri Street Fighter, dan menampilkan fitur gameplay baru yang inovatif, ditambah visual yang ditingkatkan untuk setiap aspek permainan.",https://romsfun.com/wp-content/uploads/2024/07/Street-Fighter-6.jpg,,
Street Fighter V Champion Edition,"[""Fighting""]",8,45,2020,PS4,Versi lengkap SFV dengan roster besar.,"https://m.media-amazon.com/images/I/81gDdp8lhAL._AC_UF1000,1000_QL80_.jpg",,
Team Sonic Racing,"[""Racing"", ""Arcade""]",7.1,15,2019,PS4,Team Sonic Racing menggabungkan elemen terbaik dari gaya balap arcade dan kompetitif yang serba cepat saat Anda beradu kecepatan dengan teman-teman dalam balapan multipemain yang intens. Balapan bersama dan bekerja sama sebagai tim dengan berbagi power-up dan peningkatan kecepatan. Kendalikan gaya balap Anda – Pilih dari 3 tipe karakter yang berbeda dan buka opsi kustomisasi kendaraan yang mengubah permainan agar sesuai dengan gaya balap Anda. Bersiaplah. Percepat. – Balapan Tim dengan Kecepatan Sonic!,https://romsfun.com/wp-content/uploads/2021/04/1618736249-e79fefa4-08e6-4228-a555-39779de5d12f.jpg,,
TEKKEN 7 Ultimate,"[""Fighting""]",8.5,45,2017,PS4,"Salah satu game pertarungan terbaik yang disediakan oleh Unreal Engine 4 harus langsung disebutkan, yaitu game “Tekken 7”. Dengan sistem pertarungan 3D dan gameplay yang dipertahankan dari versi sebelumnya, “Tekken 7” telah kembali dan meningkatkan level pertarungan untuk semua pemain di seluruh dunia. Layaknya film aksi Hollywood, pemain akan terlibat dalam pertempuran sengit antar rival dalam game. “Tekken 7” dikembangkan untuk babak terakhir perseteruan keluarga Mishima dalam 20 tahun terakhir. Game ini membangun emosi para anggota Klan Mishima dalam pertempuran dahsyat di arena. Saat memasuki game, pemain akan memilih salah satu anggota Klan Mishima untuk berpartisipasi dalam menyelesaikan persaingan. Setiap karakter akan menambahkan teknik mematikan baru. Pemain hanya perlu mengendalikan karakter untuk bergabung dalam pertarungan dengan serangan bela diri yang akan digunakan karakter untuk mengalahkan lawan. Selain itu, saat berpartisipasi dalam “Tekken 7”, pemain akan dapat mengagumi mekanisme pertarungan baru seperti Rage Arts, Rage Drive, dan Power Crushes untuk pertandingan 1v1 antara 2 lawan dalam game.",https://romsfun.com/wp-content/uploads/2019/11/tekken-7-ps4.jpg,,
The Last of Us Part II,"[""Action"", ""Adventure""]",9.3,100,2020,PS4,"Lima tahun setelah perjalanan berbahaya mereka melintasi Amerika Serikat pasca-pandemi, Ellie dan Joel telah menetap di Jackson, Wyoming. Hidup di tengah komunitas penyintas yang berkembang telah memberi mereka kedamaian dan stabilitas, meskipun ancaman konstan dari yang terinfeksi dan penyintas lain yang lebih putus asa. Ketika sebuah peristiwa kekerasan mengganggu kedamaian itu, Ellie memulai perjalanan tanpa henti untuk menegakkan keadilan dan menemukan ketenangan batin. Saat ia memburu para pelaku satu per satu, ia dihadapkan dengan dampak fisik dan emosional yang menghancurkan akibat perbuatannya.",https://romsfun.com/wp-content/uploads/2024/07/The-Last-of-Us-Part-II.jpg,,
The Last of Us Remastered,"[""Action"", ""Adventure""]",9.5,43.87,2014,PS4,"Joel dan Ellie, yang dipertemukan oleh keadaan yang keras, harus bertahan hidup dalam perjalanan brutal melintasi AS di dunia pasca-pandemi yang berbahaya. The Last of Us: Remastered adalah rilis terbaru dari game PS3 The Last of Us. Versi ini identik dengan versi PS3, tetapi berjalan pada resolusi 1080p dan menggunakan model karakter dengan resolusi lebih tinggi. Terdapat juga peningkatan pada bayangan dan pencahayaan, tekstur yang ditingkatkan, 60 frame per detik, dan berbagai peningkatan lainnya. Versi ini memperkenalkan mode foto untuk mengambil dan berbagi tangkapan layar dari game. Anda dapat menggunakan kamera bebas untuk mengambil foto saat game dijeda. Anda dapat menggeser dan memutar posisi kamera, memperbesar dan memperkecil, serta mengubah filter foto. Selain game utama, disertakan juga tiga DLC.",https://romsfun.com/wp-content/uploads/2024/07/The-Last-of-Us-Remastered.jpg,,
The Sims 4,"[""Simulation"", ""Life Sim""]",7.2,25,2017,PS4,"Nikmati kekuatan untuk menciptakan dan mengendalikan orang-orang di dunia virtual tanpa aturan. Ekspresikan kreativitas Anda saat Anda menyesuaikan penampilan khas dan kepribadian unik Sims Anda. Pilih busana mereka, pilih gaya rambut mereka, dan berikan mereka aspirasi hidup.",https://romsfun.com/wp-content/uploads/2021/04/1618736172-49370c59-a108-42b3-906b-8cf4ffadda83.jpg,,
Tony Hawk's Pro Skater 5,"[""Sports"", ""Skateboarding""]",4.5,8,2015,PS4,"Sang Birdman kembali dengan Tony Hawk's Pro Skater 5, sebuah kembalian yang gemilang untuk franchise skateboarding blockbuster ini. THPS 5 menghidupkan kembali gaya khas game Pro Skater klasik dalam serangkaian level baru dengan fokus yang sama pada tujuan yang menantang, kontrol yang disempurnakan, dan trik skor tinggi — termasuk manual dan revert — untuk aksi skateboarding tanpa henti. Item baru seperti power-up dan proyektil mengubah pengalaman skateboarding inti dalam berbagai cara yang segar dan menghibur. Taklukkan jalanan sebagai salah satu pro top saat ini, termasuk Tony Hawk, Nyjah Huston, Riley Hawk, Aaron “Jaws” Homoki, Ishod Wair, Leticia Bufoni, Chris Cole, David Gonzalez, Andrew Reynolds, dan Lizzie Armanto — atau sesuaikan karakter Anda sendiri. Multiplayer online adalah tempat Tony Hawk's Pro Skater 5 benar-benar bersinar, memungkinkan pemain untuk bergabung dan keluar dari sesi skateboarding online dengan teman dan penantang dari seluruh dunia untuk pertama kalinya. Selesaikan misi, buka konten baru, dan naik level secara online atau offline, atau bertanding langsung melawan semua pemain dalam pertandingan kompetitif. Pemain juga dapat membangun taman skate imajinatif mereka sendiri untuk dibagikan kepada komunitas.",https://romsfun.com/wp-content/uploads/2021/04/1618736266-4761841e-48ed-4de6-b742-a090fca2f8b4.jpg,,
Captain Tsubasa: Rise of New Champions,"[""Sports"", ""Action""]",7.4,30,2020,PS4,Game sepak bola anime dengan jurus dan aksi spektakuler.,https://romsfun.com/wp-content/uploads/2021/07/captain-tsubasa-rise-of-new-champions-ps4-541x700-1.jpg,,
Uncharted 2: Among Thieves Remastered,"[""Action"", ""Adventure""]",9.3,18.82,2015,PS4,Petualangan Nathan Drake versi remaster dengan grafis lebih tajam.,https://romsfun.com/wp-content/uploads/2021/07/9d5fd22ada904415991460dc0f8a860d_Large-1.png,,
Uncharted 3: Drake's Deception Remastered,"[""Action"", ""Adventure""]",9,19.86,2015,PS4,Sekuel Uncharted dengan cerita sinematik dan aksi intens.,https://romsfun.com/wp-content/uploads/2021/07/s-l640-5.jpg,,
Uncharted 4: A Thief's End,"[""Action"", ""Adventure""]",9.2,50,2016,PS4,Penutup kisah Nathan Drake dengan grafis dan cerita kelas atas.,https://romsfun.com/wp-content/uploads/2019/11/A-Thiefs-End-ps4-300x374.jpg,,
Uncharted: Drake's Fortune Remastered,"[""Action"", ""Adventure""]",8.8,20,2015,PS4,Versi remaster game Uncharted pertama.,https://romsfun.com/wp-content/uploads/2021/07/5922168-l-1.jpg,,
Uncharted: The Lost Legacy,"[""Action"", ""Adventure""]",8.8,48.67,2017,PS4,"Dari pengembang pemenang penghargaan Naughty Dog hadir game UNCHARTED terbaru, yang dibintangi Chloe Frazer. Untuk merebut kembali artefak kuno dan mencegahnya jatuh ke tangan seorang provokator perang yang kejam, Chloe harus meminta bantuan tentara bayaran terkenal Nadine Ross dan melakukan perjalanan ke Ghat Barat India untuk menemukan Gading Emas Ganesh. Dalam perjalanan terbesar Chloe hingga saat ini, ia harus menghadapi masa lalunya dan memutuskan apa yang rela ia korbankan untuk menempa warisannya sendiri.",https://romsfun.com/wp-content/uploads/2021/04/1618736289-210f294b-5354-4bc5-8339-0aaa8e8fe905.jpg,,
Unturned,"[""Survival"", ""Sandbox""]",6.8,5,2020,PS4,Game survival zombie bergaya sandbox dengan grafis sederhana.,https://image.api.playstation.com/vulcan/ap/rnd/202010/0514/0S5mczVa8fgeimueg9DJFJ8M.png,,
Warriors Orochi 4,"[""Action"", ""Hack and Slash""]",7.6,25,2018,PS4,Game musou crossover Dynasty & Samurai Warriors.,https://romsfun.com/wp-content/uploads/2021/07/warriors-orochi-4-dc6b25b4-ef18-4c9f-b4f2-1a89b00d37ca-1.jpg,,
WRC Generations,"[""Racing"", ""Simulation""]",7.7,45,2022,PS4,Simulasi balap reli resmi dengan mobil dan trek lengkap.,"https://m.media-amazon.com/images/I/71NMAuLIIbL._AC_UF894,1000_QL80_.jpg",,
WWE 2K23,"[""Sports"", ""Wrestling""]",8.1,65,2023,PS4,Game gulat WWE dengan roster besar dan mode karier.,"https://m.media-amazon.com/images/I/71+iLVgZiOL._AC_UF1000,1000_QL80_.jpg",,
Yakuza 6: The Song of Life,"[""Action"", ""Adventure""]",8.6,39.62,2018,PS4,"Seberapa jauh Anda akan berkorban untuk keluarga? Tiga tahun setelah peristiwa Yakuza 5, Kazuma Kiryu, Sang Naga Dojima, kembali dalam Yakuza 6: The Song of Life dengan impian untuk menjalani kehidupan yang tenang. Setibanya di sana, ia menemukan Haruka terlibat dalam kecelakaan dan koma, meninggalkan putranya yang masih kecil, Haruto, tanpa pengasuh. Untuk melindungi anak ini, Kiryu membawa Haruto ke tempat terakhir Haruka terlihat, Onomichi, Hiroshima. Di sana, dunia Yakuza yang baru dan tanpa ampun menanti pasangan yang tak terduga ini. Siapa ayah Haruto dan mengapa Klan Tojo dan Aliansi Yomei sama-sama mengejarnya? Dengan beberapa teman yang tak terduga, Kiryu harus menavigasi dunia kriminal yang ditinggalkannya dan berjuang untuk mendapatkan jawaban demi menjaga keluarga yang dicintainya tetap aman. Yakuza 6 menampilkan kisah emosional yang mengkaji kekuatan hubungan keluarga, dan menyoroti sistem pertempuran yang ditingkatkan yang bertransisi dengan mulus antara pertempuran dan antara area yang dapat dijelajahi.",https://romsfun.com/wp-content/uploads/2021/04/1618736341-99511355-ecd0-4c5a-bdfc-d4a16575018c.jpg,,
Spike Volleyball,"[""Sports""]",6.5,12,2019,PS4,Game bola voli realistis dengan tim dan turnamen resmi.,"https://m.media-amazon.com/images/I/718vOaxXyOL._AC_UF894,1000_QL80_.jpg",,
Upin & Ipin: The Universe,"[""Adventure"", ""Family""]",6.9,6,2023,PS4,Game petualangan keluarga berbasis animasi Upin & Ipin.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRU0iUTcM0ScD7ZxdyU1BcilnJJKQvNeLRZ3g&s,,
Doraemon Story of Season,,,,,PS4,"Doraemon berpadu dengan Story of Seasons dalam pendekatan baru dan segar terhadap pertanian ini! Latar tempatnya adalah Natura, dan di tengah negeri ini terdapat Pohon Besar yang mistis. Doraemon dan teman-temannya masing-masing akan mengambil peran untuk membantu di sekitar kota! Tema dari pengalaman ini adalah membangun ikatan dengan penduduk kota, dan sambil melakukannya, menikmati interaksi yang menghangatkan hati melalui setiap karakter dan peran yang mereka mainkan dalam cerita. Namun, membangun pertanian dan memelihara kuda serta sapi seperti di game Story of Seasons lainnya bukanlah satu-satunya hal yang bisa dilakukan. Jelajahi kota Natura, berpetualang, menangkap serangga, dan masih banyak lagi! Penggemar serial Doraemon juga akan senang mengetahui bahwa gadget rahasia dapat digunakan untuk membantu Anda dalam kehidupan sehari-hari yang baru! Nikmati nostalgia Doraemon dan Kisah Musim sambil membantu Noby menjalani kehidupan pertaniannya di negeri yang unik dan menggemaskan ini!",https://romsfun.com/wp-content/uploads/2024/07/Doraemon-Story-of-Seasons.jpg,,
RIDE 4,,,,,PS4,,https://m.media-amazon.com/images/I/61WQEJPVQLL.jpg,,
One Piece Burning Blood,,,,,PS4,"One Piece: Burning Blood adalah gim pertarungan yang menampilkan gaya seni cel-shaded, mirip dengan anime One Piece. Gim ini juga menampilkan ""sistem pertarungan tingkat lanjut"", yang memungkinkan pemain untuk melakukan serangan yang lebih kuat dan memblokir serangan normal dari musuh. Mirip dengan seri Grand Battle!, Burning Blood adalah gim pertarungan 1 lawan 1 (dan hingga 9 lawan 9). Gim ini berfokus pada pertarungan serta kemampuan buah iblis, di mana pengguna Logia dapat menggunakan kekuatan mereka untuk menghindari kerusakan.",https://romsfun.com/wp-content/uploads/2021/04/1618736015-45c95688-d42d-4ecf-b359-58e9bd7c190d.jpg,,
Tom Clancy's Ghost Recon Wildlands,,,,,PS4,"Tom Clancy's Ghost Recon: Wildlands berlatar di Bolivia, Amerika Selatan yang luas, keras, dan penuh warna. Kartel narkoba Meksiko Santa Blanca yang berpengaruh dan kejam telah mengubah negara itu menjadi negara narkoba, yang menyebabkan pelanggaran hukum, ketakutan, ketidakadilan, dan kekerasan. Anda dikirim ke belakang garis musuh sebagai anggota The Ghosts, tim Operasi Khusus Elit AS yang legendaris, untuk menciptakan kekacauan yang akan menggoyahkan dan akhirnya menghancurkan aliansi antara kartel Santa Blanca dan pemerintah yang korup.",https://romsfun.com/wp-content/uploads/2019/11/Wildlands-ps4.png,,
